time,latitude,longitude,depth,magnitude,place
2023-10-03 13:20:31.571,38.8846,71.8269,8.506,4.6,"46 km SE of Karakenja, Tajikistan"
2023-10-03 01:30:14.394,38.8017,71.5363,,4.1,"48 km S of Karakenja, Tajikistan"
2023-10-02 18:39:01.013,38.8568,71.7467,10.0,4.5,"46 km SSE of Karakenja, Tajikistan"
2023-10-02 14:03:39.650,38.7862,71.6977,13.494,5.3,"52 km SSE of Karakenja, Tajikistan"
2023-09-30 21:30:08.917,42.1062,77.164,10.0,4.1,"4 km SSW of Kadzhi-Say, Kyrgyzstan"
2023-09-30 11:19:48.430,39.663,74.7291,54.45,4.2,"110 km W of Kashgar, China"
2023-09-28 19:22:06.560,37.9959,72.5538,126.654,,"104 km ENE of Khorugh, Tajikistan"
2023-09-21 10:55:58.261,40.1348,77.632,10.0,4.4,"125 km WNW of Tumxuk, China"
2023-09-19 05:28:39.623,37.4019,73.0686,54.312,4.6,"83 km NE of Khandūd, Afghanistan"
2023-09-17 16:23:31.490,38.8027,71.7603,11.548,4.6,"52 km SSE of Karakenja, Tajikistan"
2023-09-17 00:04:19.029,38.9221,71.7677,10.0,4.4,"40 km SSE of Karakenja, Tajikistan"
2023-09-15 18:08:36.793,37.396,73.1308,,4.3,"87 km NE of Khandūd, Afghanistan"
2023-09-11 01:54:39.638,40.159,71.788,10.0,4.1,"5 km ENE of Pulgon, Kyrgyzstan"
2023-09-10 22:22:00.027,38.7781,75.4096,,4.4,"91 km SSW of Kashgar, China"
2023-09-06 03:05:33.131,37.5277,72.2476,178.863,4.0,"61 km E of Khorugh, Tajikistan"
2023-08-31 18:45:19.038,38.0851,73.0729,50.206,4.8,"78 km W of Murghob, Tajikistan"
2023-08-29 08:08:43.224,39.389,78.0152,,4.5,"73 km NE of Dunbage, China"
2023-08-26 22:11:08.025,40.8759,72.6582,,4.4,"9 km NW of Oyim, Uzbekistan"
2023-08-21 14:12:26.659,37.7392,72.0545,117.816,,"52 km ENE of Khorugh, Tajikistan"
2023-08-20 15:28:22.458,39.7778,77.6881,,4.7,"103 km N of Dunbage, China"
2023-08-19 19:40:44.241,37.2579,72.6948,90.602,4.2,Tajikistan
2023-08-19 05:38:24.520,37.5458,72.3175,192.042,4.2,"65 km N of Khandūd, Afghanistan"
2023-08-12 00:29:36.076,38.8137,70.3039,17.091,4.0,Afghanistan-Tajikistan border region
2023-08-01 02:05:46.595,37.3828,71.7394,131.976,4.1,"20 km SE of Khorugh, Tajikistan"
2023-07-29 20:58:33.720,41.6851,73.8712,,4.4,"33 km NNW of Kazarman, Kyrgyzstan"
2023-07-23 00:56:39.378,37.5602,71.6591,,4.1,Afghanistan-Tajikistan border region
2023-07-22 12:54:34.588,39.3669,71.9062,18.618,4.3,"32 km SW of Daroot-Korgon, Kyrgyzstan"
2023-07-07 17:10:52.842,37.36,73.1048,55.299,4.4,"83 km ENE of Khandūd, Afghanistan"
2023-07-04 02:08:02.773,38.329,76.4502,,4.6,"47 km WNW of Yak'airike, China"
2023-06-30 10:50:40.797,38.6833,73.4183,94.183,4.1,"74 km NW of Murghob, Tajikistan"
2023-06-29 20:26:40.364,38.4033,73.8728,138.127,,"27 km NNW of Murghob, Tajikistan"
2023-06-29 01:04:16.337,37.4017,73.1129,65.627,4.5,"86 km NE of Khandūd, Afghanistan"
2023-06-26 21:30:10.533,37.3011,71.8746,140.638,4.1,"35 km SE of Khorugh, Tajikistan"
2023-06-25 21:25:14.667,37.5042,72.2129,195.83,3.9,"58 km E of Khorugh, Tajikistan"
2023-06-21 09:46:09.641,39.1779,72.2739,10.0,4.2,"42 km S of Daroot-Korgon, Kyrgyzstan"
2023-06-19 04:19:01.017,38.1487,73.5863,168.224,4.1,"33 km W of Murghob, Tajikistan"
2023-06-18 22:17:34.033,37.5576,72.2479,187.438,3.9,"61 km E of Khorugh, Tajikistan"
2023-06-17 02:46:09.492,38.0364,72.6028,121.87,4.3,"110 km ENE of Khorugh, Tajikistan"
2023-06-14 14:27:44.124,37.5969,72.3681,192.286,4.1,"71 km N of Khandūd, Afghanistan"
2023-06-09 08:00:39.989,37.9334,73.3511,10.0,4.1,"60 km WSW of Murghob, Tajikistan"
2023-06-09 04:43:54.577,37.9557,73.2875,10.0,4.2,"64 km WSW of Murghob, Tajikistan"
2023-06-06 21:54:18.883,38.0228,73.2367,23.282,4.5,Tajikistan-Xinjiang border region
2023-06-05 09:37:16.760,37.6502,72.0979,10.0,4.2,"51 km ENE of Khorugh, Tajikistan"
2023-06-01 16:00:14.401,40.858,79.291,10.0,4.2,"72 km W of Aykol, China"
2023-06-01 03:21:14.892,41.7695,71.8063,11.792,,"30 km N of Kerben, Kyrgyzstan"
2023-05-31 07:12:48.168,40.3327,77.1325,10.0,4.2,"136 km NE of Kashgar, China"
2023-05-30 17:45:41.555,38.5796,73.1842,9.861,4.5,"82 km WNW of Murghob, Tajikistan"
2023-05-27 17:24:15.054,38.249,73.0079,127.662,4.2,"84 km W of Murghob, Tajikistan"
2023-05-26 08:08:01.299,39.8451,75.0521,49.604,4.4,"90 km WNW of Kashgar, China"
2023-05-26 02:34:46.297,37.8644,73.3477,13.887,4.3,Afghanistan-Tajikistan border region
2023-05-18 14:07:55.592,37.3714,71.9962,137.508,4.2,"41 km ESE of Khorugh, Tajikistan"
2023-05-16 11:07:49.061,37.6959,71.5966,35.0,4.4,"23 km N of Khorugh, Tajikistan"
2023-05-15 21:44:37.566,38.3595,72.915,113.483,4.2,"94 km WNW of Murghob, Tajikistan"
2023-05-15 08:49:09.807,37.5346,72.2349,188.529,4.1,"60 km E of Khorugh, Tajikistan"
2023-05-13 13:25:42.337,37.9259,71.716,10.0,4.5,"50 km NNE of Khorugh, Tajikistan"
2023-05-11 13:07:23.424,39.3829,70.5257,10.0,4.2,"41 km NNE of Rasht, Tajikistan"
2023-05-09 22:41:52.472,38.116,73.0302,11.278,4.2,"82 km W of Murghob, Tajikistan"
2023-05-09 01:47:41.728,37.6162,72.3351,176.509,4.2,Tajikistan
2023-05-03 10:33:46.053,38.3274,72.8969,62.131,4.0,"95 km W of Murghob, Tajikistan"
2023-05-03 01:32:27.389,38.5168,73.3204,99.581,4.3,"68 km NW of Murghob, Tajikistan"
2023-05-02 04:46:23.015,41.7063,71.6387,12.65,,Uzbekistan-Kyrgyzstan border region
2023-04-19 11:29:15.570,38.0778,73.2671,10.789,4.1,"62 km W of Murghob, Tajikistan"
2023-04-16 22:46:45.396,38.2479,73.106,,4.1,"75 km W of Murghob, Tajikistan"
2023-04-15 09:49:00.387,40.8681,72.8564,,4.2,Uzbekistan-Kyrgyzstan border region
2023-04-11 17:08:24.821,42.3319,78.3508,10.0,4.3,Kyrgyzstan
2023-04-04 15:59:14.153,38.0712,74.2213,169.316,4.6,"24 km ESE of Murghob, Tajikistan"
2023-03-31 19:52:36.606,40.9612,78.0958,10.0,4.2,"146 km NW of Tumxuk, China"
2023-03-30 03:31:39.015,38.2314,73.0213,132.171,,"83 km W of Murghob, Tajikistan"
2023-03-23 02:53:50.590,39.3471,69.7133,10.0,4.6,"51 km SSE of Andarak, Kyrgyzstan"
2023-03-22 20:07:44.902,39.383,69.8931,12.0,5.8,"46 km NNW of Novobod, Tajikistan"
2023-03-19 17:07:30.691,38.0083,73.2493,23.331,4.4,Tajikistan-Xinjiang border region
2023-03-19 06:01:19.653,38.5561,73.3714,112.984,4.1,"67 km NW of Murghob, Tajikistan"
2023-03-18 11:35:17.893,39.2065,69.9088,10.0,4.1,"30 km NW of Novobod, Tajikistan"
2023-03-18 11:29:25.084,39.3552,69.8053,10.0,4.3,"48 km NW of Novobod, Tajikistan"
2023-03-17 18:19:11.077,38.2981,75.5388,142.52,4.7,"111 km WNW of Damusi, China"
2023-03-17 01:59:44.634,38.5353,73.1948,10.0,4.4,"78 km WNW of Murghob, Tajikistan"
2023-03-12 21:01:31.379,39.7903,74.432,,4.4,"102 km SE of Gul’cha, Kyrgyzstan"
2023-03-12 18:56:47.384,38.1375,73.0154,,4.3,Tajikistan-Xinjiang border region
2023-03-12 09:32:41.721,38.0486,73.018,10.0,4.3,"84 km W of Murghob, Tajikistan"
2023-03-09 01:36:40.193,38.4571,73.4747,119.558,4.4,"53 km NW of Murghob, Tajikistan"
2023-03-09 00:38:54.081,38.0169,73.0576,10.0,4.5,"81 km WSW of Murghob, Tajikistan"
2023-03-08 10:42:54.732,37.3831,71.8399,130.641,4.2,"28 km ESE of Khorugh, Tajikistan"
2023-03-08 03:38:22.382,38.2311,73.0709,10.0,4.4,"78 km W of Murghob, Tajikistan"
2023-03-07 23:57:31.884,38.035,73.2756,10.0,4.1,"62 km WSW of Murghob, Tajikistan"
2023-03-06 04:46:37.615,38.5557,73.8195,,4.0,"44 km NNW of Murghob, Tajikistan"
2023-03-05 22:10:44.603,38.2949,73.183,10.0,4.3,"70 km W of Murghob, Tajikistan"
2023-03-05 00:40:36.007,38.0909,73.2536,61.198,4.2,"63 km W of Murghob, Tajikistan"
2023-03-01 21:05:51.279,38.0296,73.0064,10.0,4.2,"85 km W of Murghob, Tajikistan"
2023-02-28 04:20:59.239,38.0772,73.2404,10.0,5.0,Tajikistan-Xinjiang border region
2023-02-28 01:36:54.509,38.2315,73.0361,10.0,4.1,"81 km W of Murghob, Tajikistan"
2023-02-28 00:01:54.072,37.9433,73.042,,4.4,"84 km WSW of Murghob, Tajikistan"
2023-02-27 19:36:02.974,39.4048,74.0804,10.0,4.6,"southern Xinjiang, China"
2023-02-27 03:01:26.633,38.0706,73.0467,11.263,4.3,"81 km W of Murghob, Tajikistan"
2023-02-26 23:58:04.105,41.8209,79.8399,10.0,5.1,Kyrgyzstan-Xinjiang border region
2023-02-26 21:42:13.912,42.0818,79.9463,,4.9,"103 km NNW of Aksu, China"
2023-02-25 20:44:50.528,38.2447,73.085,10.0,4.3,"77 km W of Murghob, Tajikistan"
2023-02-24 20:32:37.547,38.2836,73.1652,11.953,4.3,"71 km W of Murghob, Tajikistan"
2023-02-24 10:45:23.412,38.1086,73.1907,10.0,,"68 km W of Murghob, Tajikistan"
2023-02-23 11:24:28.067,38.3919,72.9453,,4.7,"92 km WNW of Murghob, Tajikistan"
2023-02-23 08:01:02.537,38.1333,73.1456,10.0,4.7,"72 km W of Murghob, Tajikistan"
2023-02-23 06:50:46.270,38.3267,73.0051,10.0,4.5,"85 km WNW of Murghob, Tajikistan"
2023-02-23 02:18:00.122,38.2621,73.1208,10.0,4.7,"74 km W of Murghob, Tajikistan"
2023-02-23 02:07:42.566,37.9445,73.5144,11.959,4.6,"46 km WSW of Murghob, Tajikistan"
2023-02-23 02:02:28.074,37.7803,73.3229,10.0,4.1,"71 km SW of Murghob, Tajikistan"
2023-02-23 01:35:53.872,38.0157,73.2867,,5.0,"62 km WSW of Murghob, Tajikistan"
2023-02-23 01:18:19.422,37.603,73.6046,,,"70 km SSW of Murghob, Tajikistan"
2023-02-23 01:09:39.880,38.2408,73.1864,10.0,,"68 km W of Murghob, Tajikistan"
2023-02-23 01:06:03.955,38.0547,73.0006,10.0,4.4,"85 km W of Murghob, Tajikistan"
2023-02-23 01:01:47.309,38.1585,73.2079,10.0,4.3,"66 km W of Murghob, Tajikistan"
2023-02-23 00:57:43.181,38.2189,73.1588,15.497,4.6,"70 km W of Murghob, Tajikistan"
2023-02-23 00:55:14.953,38.1349,73.0657,10.0,5.1,"79 km W of Murghob, Tajikistan"
2023-02-23 00:50:38.746,37.9117,73.0303,11.951,4.4,"87 km WSW of Murghob, Tajikistan"
2023-02-23 00:37:38.163,38.0552,73.2287,9.0,,"65 km WSW of Murghob, Tajikistan"
2023-02-20 09:45:22.861,37.372,71.9128,138.466,,"34 km ESE of Khorugh, Tajikistan"
2023-02-13 19:28:29.078,38.1834,72.5706,115.36,4.5,"118 km NE of Khorugh, Tajikistan"
2023-02-06 13:02:39.070,42.8119,69.168,8.459,4.5,"24 km NNW of Temirlanovka, Kazakhstan"
2023-02-04 12:23:26.321,37.4442,72.6877,,,"63 km NNE of Khand?d, Afghanistan"
2023-02-04 04:04:51.771,39.2118,73.1038,,4.1,"81 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2023-02-02 02:08:23.451,40.9766,78.7161,10.0,4.3,"119 km W of Aykol, China"
2023-01-27 19:06:13.887,39.6189,74.7829,39.36,4.5,"105 km W of Kashgar, China"
2023-01-27 00:10:43.170,41.433,77.4528,10.0,4.6,"81 km SSE of Kadzhi-Say, Kyrgyzstan"
2023-01-26 17:03:13.690,38.0851,74.2357,177.01,4.0,"25 km ESE of Murghob, Tajikistan"
2023-01-25 21:53:05.320,37.4946,72.2706,189.559,4.0,"60 km N of Khand?d, Afghanistan"
2023-01-22 07:03:21.702,38.2712,73.977,158.875,4.1,Tajikistan-Xinjiang border region
2023-01-22 05:40:19.471,37.3661,71.8601,140.956,4.3,"30 km ESE of Khorugh, Tajikistan"
2023-01-20 03:46:04.473,38.9015,70.6378,,4.7,"26 km ESE of Rasht, Tajikistan"
2023-01-15 13:55:16.463,38.3735,75.3284,144.762,4.2,"121 km E of Murghob, Tajikistan"
2023-01-10 07:42:58.597,38.1593,74.116,,4.4,"13 km E of Murghob, Tajikistan"
2023-01-08 10:44:59.725,38.6604,75.7027,10.0,4.2,"93 km SSW of Kashgar, China"
2023-01-05 19:54:34.481,38.9914,70.5933,10.0,4.3,"19 km ESE of Rasht, Tajikistan"
2023-01-05 13:03:33.098,40.3233,74.7618,10.0,4.1,"128 km SW of At-Bashi, Kyrgyzstan"
2023-01-01 21:59:00.724,38.0399,72.3573,117.822,4.0,Tajikistan
2022-12-28 19:17:49.986,41.8759,79.6046,10.0,4.4,"95 km NW of Aksu, China"
2022-12-28 17:16:35.756,41.7998,79.5619,10.0,5.1,Kyrgyzstan-Xinjiang border region
2022-12-28 00:26:29.581,38.2062,74.2315,167.546,4.0,Tajikistan-Xinjiang border region
2022-12-25 01:33:34.197,39.6433,74.9006,,4.3,"95 km W of Kashgar, China"
2022-12-19 15:50:56.430,39.1362,70.589,10.0,4.3,"22 km ENE of Rasht, Tajikistan"
2022-12-18 13:54:12.965,38.3407,75.4072,133.25,,"124 km WNW of Damusi, China"
2022-12-17 14:24:07.684,37.562,77.8226,10.0,4.5,"89 km WNW of Zangguy, China"
2022-12-13 20:16:14.898,37.3076,71.9181,153.663,4.0,Afghanistan-Tajikistan border region
2022-12-10 23:12:25.473,37.3421,72.1979,218.043,4.0,"44 km NNW of Khand?d, Afghanistan"
2022-12-10 10:05:19.604,41.0131,77.9979,10.0,4.3,"142 km SSE of Kadzhi-Say, Kyrgyzstan"
2022-12-10 01:22:06.580,37.8698,71.9174,,4.0,Afghanistan-Tajikistan border region
2022-12-09 18:41:05.061,38.6815,73.6617,104.947,4.3,"62 km NNW of Murghob, Tajikistan"
2022-12-06 16:03:46.374,38.7748,70.8754,10.0,4.7,"51 km ESE of Rasht, Tajikistan"
2022-12-05 12:07:37.113,37.9806,72.44,129.034,4.3,"95 km NE of Khorugh, Tajikistan"
2022-11-29 06:31:01.520,40.2278,77.1252,10.0,4.8,"128 km NE of Kashgar, China"
2022-11-27 19:58:42.271,39.5681,74.3479,10.0,4.9,"141 km W of Kashgar, China"
2022-11-26 04:21:32.751,39.481,71.7267,5.084,4.3,"32 km NNE of Karakenja, Tajikistan"
2022-11-21 13:34:30.103,39.5212,72.7472,8.684,4.6,"41 km E of Kyzyl-Eshme, Kyrgyzstan"
2022-11-21 05:36:59.269,37.9622,72.7253,,4.5,"111 km WSW of Murghob, Tajikistan"
2022-11-18 02:11:06.883,39.5303,73.2614,,4.3,"85 km E of Kyzyl-Eshme, Kyrgyzstan"
2022-11-15 10:53:41.317,37.5723,78.0488,,4.6,"71 km WNW of Zangguy, China"
2022-11-01 04:35:33.498,39.7221,72.8245,13.354,4.3,"50 km ENE of Kyzyl-Eshme, Kyrgyzstan"
2022-10-29 23:44:39.071,38.6403,70.0701,10.0,4.0,"23 km SE of Roghun, Tajikistan"
2022-10-26 15:06:09.333,37.8092,77.8729,10.0,4.2,"87 km SE of Shache, China"
2022-10-23 22:58:10.608,37.5077,77.8972,18.977,4.2,"80 km WNW of Zangguy, China"
2022-10-23 15:13:42.587,37.7085,77.9462,10.0,4.4,"86 km WNW of Zangguy, China"
2022-10-23 15:06:57.462,37.6318,77.8359,10.0,,"90 km WNW of Zangguy, China"
2022-10-23 14:53:19.355,37.564,77.8671,,4.7,"85 km WNW of Zangguy, China"
2022-10-18 13:43:32.521,38.4568,73.4456,124.266,4.1,"55 km NW of Murghob, Tajikistan"
2022-10-17 15:37:19.400,39.4049,71.7652,6.782,4.3,"28 km NE of Karakenja, Tajikistan"
2022-10-16 08:54:30.684,39.334,78.2297,10.0,4.9,"133 km NE of Shache, China"
2022-10-02 14:15:21.409,37.7503,78.0566,10.0,4.5,"81 km NW of Zangguy, China"
2022-10-02 12:41:39.570,37.7411,78.1831,10.0,4.2,"72 km NW of Zangguy, China"
2022-09-29 10:48:11.879,41.1228,78.4899,,,"139 km W of Aykol, China"
2022-09-29 09:30:45.704,37.5813,77.8283,,4.2,"89 km WNW of Zangguy, China"
2022-09-27 21:20:28.572,42.3108,80.4682,10.0,4.4,Kazakhstan-Xinjiang border region
2022-09-26 00:50:36.387,42.2992,80.5856,,3.9,Kazakhstan-Xinjiang border region
2022-09-24 09:47:40.971,37.2019,72.5349,,4.4,"33 km NE of Khand?d, Afghanistan"
2022-09-20 12:57:22.046,37.9795,72.3078,121.348,4.4,Tajikistan
2022-09-14 12:21:17.293,38.0323,72.614,128.834,4.2,Tajikistan
2022-09-08 20:29:43.411,39.8204,69.7646,10.0,4.5,"20 km E of Isfana, Kyrgyzstan"
2022-09-08 17:18:52.929,38.3825,76.9196,10.0,4.2,"28 km W of Shache, China"
2022-09-06 04:36:38.813,42.3639,80.3764,16.176,4.2,"119 km SE of Kegen, Kazakhstan"
2022-09-05 15:34:22.993,37.5546,71.9369,,4.2,"34 km ENE of Khorugh, Tajikistan"
2022-08-31 04:50:05.146,38.8036,71.7054,,4.4,"50 km SSE of Karakenja, Tajikistan"
2022-08-12 17:35:38.015,40.952,77.9908,10.0,4.3,"Southern Xinjiang, China"
2022-08-11 03:59:45.585,40.1038,77.7562,10.0,4.5,"166 km ENE of Kashgar, China"
2022-08-11 01:14:15.473,41.0152,78.0781,10.0,4.4,"145 km SSE of Kadzhi-Say, Kyrgyzstan"
2022-08-08 03:00:38.255,41.0568,77.9928,10.0,4.4,Kyrgyzstan
2022-08-05 13:32:56.117,39.51,74.6074,10.0,4.2,"118 km W of Kashgar, China"
2022-08-05 13:28:14.193,39.5635,74.4926,10.0,4.5,"129 km W of Kashgar, China"
2022-07-27 09:52:54.172,41.7844,71.6463,37.395,4.4,"33 km NNW of Kerben, Kyrgyzstan"
2022-07-23 20:47:06.730,39.1953,71.5649,10.0,4.3,"5 km SE of Karakenja, Tajikistan"
2022-07-16 07:10:14.314,39.7702,75.4119,39.759,4.3,"59 km WNW of Kashgar, China"
2022-07-16 01:59:07.195,41.035,78.0336,10.0,,"142 km SSE of Kadzhi-Say, Kyrgyzstan"
2022-07-15 04:54:18.758,38.4559,73.2962,,,Tajikistan-Xinjiang border region
2022-07-06 03:50:06.935,38.2635,71.4016,35.0,4.4,"86 km N of Khorugh, Tajikistan"
2022-07-05 05:08:25.309,38.7944,73.4443,102.68,4.2,"82 km NNW of Murghob, Tajikistan"
2022-07-03 09:43:15.098,37.3368,71.873,166.86,4.0,"33 km ESE of Khorugh, Tajikistan"
2022-07-02 22:02:12.144,40.9295,78.0893,10.0,5.0,"154 km SSE of Kadzhi-Say, Kyrgyzstan"
2022-07-02 19:40:24.812,41.1226,77.8721,10.0,4.2,"127 km SSE of Kadzhi-Say, Kyrgyzstan"
2022-07-02 19:32:32.706,41.0178,78.0834,,4.7,"145 km SSE of Kadzhi-Say, Kyrgyzstan"
2022-06-23 20:10:39.381,41.3227,72.7226,7.28,,"31 km N of Bazar-Korgon, Kyrgyzstan"
2022-06-17 10:56:26.805,39.7414,74.0337,,4.3,"130 km SSE of Uzgen, Kyrgyzstan"
2022-06-13 15:06:54.108,37.8328,75.1955,61.33,4.3,"114 km ESE of Murghob, Tajikistan"
2022-06-13 00:38:00.236,38.3957,73.2767,130.54,4.0,"65 km WNW of Murghob, Tajikistan"
2022-06-11 18:56:01.751,40.8307,69.6867,25.77,4.2,"7 km ESE of Olmaliq, Uzbekistan"
2022-06-09 22:31:51.732,38.1733,73.7283,148.91,,"20 km W of Murghob, Tajikistan"
2022-06-09 00:22:47.413,37.5127,71.6239,107.61,4.2,"6 km ENE of Khorugh, Tajikistan"
2022-06-08 21:22:52.362,37.4467,72.1372,210.06,4.1,"51 km E of Khorugh, Tajikistan"
2022-06-06 20:56:37.308,39.5731,75.0746,58.15,4.2,"79 km W of Kashgar, China"
2022-06-05 12:46:35.244,39.7238,74.5416,10.0,4.4,"127 km WNW of Kashgar, China"
2022-06-04 23:56:00.396,39.7247,74.575,10.0,4.2,"124 km WNW of Kashgar, China"
2022-06-04 19:00:46.169,39.6287,74.4991,51.03,4.2,"129 km W of Kashgar, China"
2022-06-04 09:52:15.568,38.3522,74.3584,,4.1,"39 km ENE of Murghob, Tajikistan"
2022-06-01 03:35:56.256,37.3399,72.235,201.27,4.4,"43 km N of Khand?d, Afghanistan"
2022-05-26 15:50:37.340,42.8088,77.6959,25.82,4.1,"53 km ENE of Cholpon-Ata, Kyrgyzstan"
2022-05-20 02:24:17.413,37.3352,71.8184,196.89,4.1,"29 km SE of Khorugh, Tajikistan"
2022-05-17 05:20:07.518,37.4476,72.2624,,4.1,"55 km N of Khand?d, Afghanistan"
2022-05-15 08:24:52.338,37.5197,71.7777,114.27,4.0,Afghanistan-Tajikistan border region
2022-05-14 19:48:03.879,40.0635,76.5662,10.0,4.5,"82 km NE of Kashgar, China"
2022-05-05 00:05:42.889,37.4966,71.7198,108.39,5.0,"14 km E of Khorugh, Tajikistan"
2022-04-19 22:44:39.625,38.9236,70.5883,,5.1,"21 km ESE of Rasht, Tajikistan"
2022-04-15 01:33:22.239,38.3891,72.3607,10.0,4.4,"118 km SE of Karakenja, Tajikistan"
2022-04-07 07:10:04.415,37.3015,72.0117,,4.5,"45 km ESE of Khorugh, Tajikistan"
2022-04-06 04:54:03.783,37.6329,75.9554,115.8,4.2,"142 km SW of Shache, China"
2022-03-31 23:13:07.561,41.4193,72.9097,10.0,4.2,"44 km NNE of Bazar-Korgon, Kyrgyzstan"
2022-03-30 02:57:17.719,39.2435,71.5177,10.0,4.6,"1 km NNW of Karakenja, Tajikistan"
2022-03-23 18:25:04.506,38.0393,72.6395,121.24,4.3,"113 km ENE of Khorugh, Tajikistan"
2022-03-21 16:20:35.774,41.9907,70.9103,,4.5,"61 km SE of Zhabagly, Kazakhstan"
2022-03-21 15:20:27.807,37.503,72.2188,,4.4,"58 km E of Khorugh, Tajikistan"
2022-03-19 13:04:22.176,42.1906,68.8978,10.0,4.3,"27 km SSE of Arys, Kazakhstan"
2022-03-19 06:22:21.782,37.593,72.3275,193.55,4.2,"69 km E of Khorugh, Tajikistan"
2022-03-14 06:29:44.029,40.3332,70.2011,,4.5,"20 km WNW of Konibodom, Tajikistan"
2022-03-11 20:52:18.664,37.4076,71.9394,135.11,4.6,"35 km ESE of Khorugh, Tajikistan"
2022-02-28 19:54:09.752,39.3126,79.3194,10.0,4.4,"195 km SSW of Aykol, China"
2022-02-19 03:32:14.558,37.3132,71.9459,196.07,4.1,"39 km ESE of Khorugh, Tajikistan"
2022-02-14 16:44:33.943,42.3639,80.2851,10.0,4.4,"113 km SE of Kegen, Kazakhstan"
2022-02-10 08:45:02.377,39.7669,73.0306,10.0,4.3,"65 km SSE of Nookat, Kyrgyzstan"
2022-02-01 16:45:10.308,38.606,73.2912,105.46,,"76 km NW of Murghob, Tajikistan"
2022-01-25 01:41:47.304,38.9638,69.7782,22.97,4.2,Tajikistan
2022-01-13 12:24:01.012,38.9682,69.9204,38.27,4.3,"11 km NNW of Darband, Tajikistan"
2022-01-08 19:56:19.350,38.6317,73.7473,103.0,4.7,"54 km NNW of Murghob, Tajikistan"
2022-01-06 21:28:36.897,37.5127,72.2934,184.72,4.1,"62 km N of Khand?d, Afghanistan"
2022-01-01 02:17:56.815,38.7251,73.4827,,4.2,"74 km NW of Murghob, Tajikistan"
2021-12-31 21:54:32.154,37.4846,72.2407,189.59,4.1,"59 km N of Khand?d, Afghanistan"
2021-12-20 09:01:41.116,38.9863,71.2718,10.0,3.7,"35 km SW of Karakenja, Tajikistan"
2021-12-18 05:42:43.760,40.13,70.0231,10.0,4.7,"30 km ESE of Buston, Tajikistan"
2021-12-17 23:39:44.191,37.2698,71.967,174.34,4.1,"44 km SE of Khorugh, Tajikistan"
2021-12-16 14:07:13.165,38.4155,74.2465,,,"36 km NE of Murghob, Tajikistan"
2021-12-10 03:24:13.227,38.1832,71.4865,30.65,4.1,"77 km N of Khorugh, Tajikistan"
2021-12-07 15:22:29.879,38.1001,72.7247,119.64,4.4,"109 km W of Murghob, Tajikistan"
2021-12-03 09:51:56.646,38.1403,72.7194,123.89,4.0,"109 km W of Murghob, Tajikistan"
2021-12-02 00:06:06.609,38.7258,70.22,10.0,4.3,"27 km SE of Darband, Tajikistan"
2021-12-02 00:01:25.838,38.7458,70.1942,10.0,4.1,"23 km SE of Darband, Tajikistan"
2021-12-01 03:46:11.247,38.7062,70.2699,10.0,4.6,"31 km SE of Darband, Tajikistan"
2021-11-22 10:49:37.899,39.1794,71.5006,10.0,4.5,"6 km SSW of Karakenja, Tajikistan"
2021-11-21 05:52:19.803,39.8389,75.5,,,"58 km NW of Kashgar, China"
2021-11-17 11:17:17.740,41.1177,72.9532,,,"19 km ENE of Bazar-Korgon, Kyrgyzstan"
2021-11-11 13:06:44.061,37.5069,77.5353,10.0,4.5,"104 km SSE of Shache, China"
2021-11-01 15:36:54.716,38.3353,74.0881,141.13,4.4,"21 km NNE of Murghob, Tajikistan"
2021-11-01 13:48:41.891,40.3285,77.3144,10.0,4.6,"148 km NE of Kashgar, China"
2021-10-27 10:21:40.732,38.1898,72.7715,,4.2,"104 km W of Murghob, Tajikistan"
2021-10-21 17:46:06.757,38.1734,72.9929,58.95,4.2,"85 km W of Murghob, Tajikistan"
2021-10-18 07:21:22.776,37.7497,72.259,124.92,4.3,"68 km ENE of Khorugh, Tajikistan"
2021-10-17 21:03:12.021,38.0465,74.4981,189.25,4.1,"48 km ESE of Murghob, Tajikistan"
2021-10-04 16:10:25.711,38.2604,74.1028,162.67,4.4,"15 km NE of Murghob, Tajikistan"
2021-10-03 06:19:57.525,38.0692,73.0921,45.87,4.6,"77 km W of Murghob, Tajikistan"
2021-09-29 12:41:27.630,40.0282,71.706,43.98,4.5,"9 km WNW of Shohimardon, Uzbekistan"
2021-09-29 07:46:11.679,41.0856,73.2421,,4.5,"26 km NE of Jalal-Abad, Kyrgyzstan"
2021-09-27 05:40:36.822,38.0372,73.2259,10.0,5.1,"66 km WSW of Murghob, Tajikistan"
2021-09-17 22:22:53.202,38.5461,73.4392,110.16,4.2,"62 km NW of Murghob, Tajikistan"
2021-09-17 22:06:44.254,38.4972,73.4515,110.86,4.9,"57 km NW of Murghob, Tajikistan"
2021-09-11 06:51:50.635,41.5515,68.9325,10.0,4.2,Kazakhstan-Uzbekistan border region
2021-09-11 01:34:06.106,37.5649,72.2862,188.37,4.0,"65 km E of Khorugh, Tajikistan"
2021-09-08 05:20:04.327,38.1145,73.2166,35.0,5.4,"66 km W of Murghob, Tajikistan"
2021-09-07 13:34:12.648,38.1266,73.1869,,4.7,"68 km W of Murghob, Tajikistan"
2021-09-06 15:00:17.776,40.1795,77.3173,10.0,4.6,"138 km NE of Kashgar, China"
